Datetime,Predicted_Temperature,Algorithm
2023-01-29,22.063691604602933,SARIMAX
2023-01-30,22.475804673442692,SARIMAX
2023-01-31,22.71513759901204,SARIMAX
2023-02-01,23.562398381497907,SARIMAX
2023-02-02,25.800625709331708,SARIMAX
2023-02-03,24.79795559899704,SARIMAX
2023-02-04,22.74920406953789,SARIMAX
2023-02-05,23.16133618269096,SARIMAX
2023-02-06,23.400654752245934,SARIMAX
2023-02-07,24.24792635660526,SARIMAX
2023-02-08,26.4861455266773,SARIMAX
2023-02-09,25.4834815658395,SARIMAX
2023-02-10,23.434725400756896,SARIMAX
2023-02-11,23.846861008342973,SARIMAX
2023-02-12,24.08617694371893,SARIMAX
2023-02-13,24.933450533779244,SARIMAX
2023-02-14,27.17166820698703,SARIMAX
2023-02-15,26.16900537451781,SARIMAX
2023-02-16,24.120248358846613,SARIMAX
2023-02-17,24.53238460762472,SARIMAX
2023-02-18,24.771700059656283,SARIMAX
2023-02-19,25.618974014072034,SARIMAX
2023-02-20,27.857191412620825,SARIMAX
2023-02-21,26.85452878719548,SARIMAX
2023-02-22,24.805771615450144,SARIMAX
2023-02-23,25.217907981880312,SARIMAX
2023-02-24,25.457223345223216,SARIMAX
2023-02-25,26.30449736649439,SARIMAX
2023-02-26,28.54271471464612,SARIMAX
2023-02-27,27.54005212721117,SARIMAX
2023-02-28,25.491294926827855,SARIMAX
2023-03-01,25.90343131484595,SARIMAX
2023-03-02,26.14274666191541,SARIMAX
2023-03-03,26.99002069545386,SARIMAX
2023-03-04,29.22823803435825,SARIMAX
2023-03-05,28.22557545389414,SARIMAX
2023-03-06,26.17681824825606,SARIMAX
2023-03-07,26.58895464023531,SARIMAX
2023-03-08,26.828269984318766,SARIMAX
2023-03-09,27.675544020108127,SARIMAX
2023-03-10,29.91376135731573,SARIMAX
2023-03-11,28.911098778130697,SARIMAX
2023-03-12,26.862341571528418,SARIMAX
2023-03-13,27.274477964234503,SARIMAX
2023-03-14,27.513793307770054,SARIMAX
2023-03-15,28.36106734397244,SARIMAX
2023-03-16,30.599284680868703,SARIMAX
2023-03-17,29.59662210191836,SARIMAX
2023-03-18,27.547864895139163,SARIMAX
2023-03-19,27.960001287978614,SARIMAX
2023-03-20,28.19931663141363,SARIMAX
2023-03-21,29.046590667691802,SARIMAX
2023-03-22,31.28480800453093,SARIMAX
2023-03-23,30.28214542562366,SARIMAX
2023-03-24,28.233388218811992,SARIMAX
2023-03-25,28.645524611675917,SARIMAX
2023-03-26,28.884839955092488,SARIMAX
2023-03-27,29.732113991384562,SARIMAX
2023-03-28,31.970331328213213,SARIMAX
2023-03-29,30.967668749313845,SARIMAX
2023-03-30,28.918911542496225,SARIMAX
2023-03-31,29.331047935364637,SARIMAX
2023-04-01,29.570363278777823,SARIMAX
2023-04-02,30.41763731507245,SARIMAX
2023-04-03,32.655854651899176,SARIMAX
2023-04-04,31.653192073001257,SARIMAX
2023-04-05,29.604434866182544,SARIMAX
2023-04-06,30.01657125905178,SARIMAX
2023-04-07,30.255886602464344,SARIMAX
2023-04-08,31.10316063875944,SARIMAX
2023-04-09,33.341377975585814,SARIMAX
2023-04-10,32.33871539668816,SARIMAX
2023-04-11,30.289958189869246,SARIMAX
2023-04-12,30.702094582738635,SARIMAX
2023-04-13,30.941409926151085,SARIMAX
2023-04-14,31.788683962446267,SARIMAX
2023-04-15,34.02690129927258,SARIMAX
2023-04-16,33.02423872037497,SARIMAX
2023-04-17,30.97548151355602,SARIMAX
2023-04-18,31.387617906425437,SARIMAX
2023-04-19,31.62693324983786,SARIMAX
2023-04-20,32.47420728613306,SARIMAX
2023-04-21,34.712424622959354,SARIMAX
2023-04-22,33.709762044061755,SARIMAX
2023-04-23,31.6610048372428,SARIMAX
2023-04-24,32.07314123011222,SARIMAX
2023-04-25,32.31245657352464,SARIMAX
2023-04-26,33.15973060981984,SARIMAX
2023-01-01,18.95300000000001,RandomForest
2023-01-02,19.345000000000017,RandomForest
2023-01-03,19.72700000000002,RandomForest
2023-01-04,18.67099999999998,RandomForest
2023-01-05,17.998999999999974,RandomForest
2023-01-06,17.23199999999998,RandomForest
2023-01-07,16.67800000000001,RandomForest
2023-01-08,16.181000000000004,RandomForest
2023-01-09,15.59500000000001,RandomForest
2023-01-10,15.751000000000007,RandomForest
2023-01-11,16.492000000000004,RandomForest
2023-01-12,16.487000000000013,RandomForest
2023-01-13,16.807000000000027,RandomForest
2023-01-14,17.23100000000002,RandomForest
2023-01-15,17.64599999999999,RandomForest
2023-01-16,18.06099999999998,RandomForest
2023-01-17,18.929999999999975,RandomForest
2023-01-18,19.126999999999967,RandomForest
2023-01-19,19.66199999999999,RandomForest
2023-01-20,22.232,RandomForest
2023-01-21,22.796999999999997,RandomForest
2023-01-22,20.784000000000006,RandomForest
2023-01-23,18.457000000000022,RandomForest
2023-01-24,16.409000000000002,RandomForest
2023-01-25,16.260999999999992,RandomForest
2023-01-26,17.103000000000005,RandomForest
2023-01-27,17.214999999999986,RandomForest
2023-01-28,17.556999999999974,RandomForest
2023-01-29,18.8,RandomForest
2023-01-30,20.052000000000024,RandomForest
2023-01-31,22.073000000000015,RandomForest
2023-02-01,22.441,RandomForest
2023-02-02,22.69100000000002,RandomForest
2023-02-03,22.793000000000017,RandomForest
2023-02-04,21.534000000000002,RandomForest
2023-02-05,20.278999999999975,RandomForest
2023-02-06,21.050999999999995,RandomForest
2023-02-07,21.525000000000027,RandomForest
2023-02-08,21.036000000000037,RandomForest
2023-02-09,20.631000000000036,RandomForest
2023-02-10,20.775000000000013,RandomForest
2023-02-11,20.38999999999998,RandomForest
2023-02-12,20.586999999999968,RandomForest
2023-02-13,20.055999999999962,RandomForest
2023-02-14,20.640999999999973,RandomForest
2023-02-15,21.820999999999973,RandomForest
2023-02-16,22.254000000000023,RandomForest
2023-02-17,21.870000000000022,RandomForest
2023-02-18,22.555,RandomForest
2023-02-19,23.44399999999996,RandomForest
2023-02-20,24.389999999999997,RandomForest
2023-02-21,24.162,RandomForest
2023-02-22,24.376999999999974,RandomForest
2023-02-23,24.285999999999976,RandomForest
2023-02-24,23.475000000000012,RandomForest
2023-02-25,23.672999999999973,RandomForest
2023-02-26,23.940999999999985,RandomForest
2023-02-27,23.993999999999986,RandomForest
2023-02-28,24.06799999999997,RandomForest
2023-03-01,24.102999999999998,RandomForest
2023-03-02,24.325,RandomForest
2023-03-03,24.23300000000001,RandomForest
2023-03-04,24.827999999999992,RandomForest
2023-03-05,25.345999999999975,RandomForest
2023-03-06,24.806000000000022,RandomForest
2023-03-07,25.616999999999997,RandomForest
2023-03-08,26.11699999999999,RandomForest
2023-03-09,25.73799999999999,RandomForest
2023-03-10,25.853999999999974,RandomForest
2023-03-11,26.998000000000005,RandomForest
2023-03-12,28.151999999999976,RandomForest
2023-03-13,28.390999999999984,RandomForest
2023-03-14,27.79499999999996,RandomForest
2023-03-15,27.334999999999972,RandomForest
2023-03-16,27.157999999999962,RandomForest
2023-03-17,27.19199999999997,RandomForest
2023-03-18,27.113999999999983,RandomForest
2023-03-19,27.83799999999997,RandomForest
2023-03-20,27.658999999999978,RandomForest
2023-03-21,26.610999999999954,RandomForest
2023-03-22,26.00299999999998,RandomForest
2023-03-23,26.793999999999986,RandomForest
2023-03-24,28.10399999999999,RandomForest
2023-03-25,29.07300000000001,RandomForest
2023-03-26,28.80800000000001,RandomForest
2023-03-27,29.45199999999997,RandomForest
2023-03-28,28.986999999999988,RandomForest
2023-03-29,28.869,RandomForest
2023-03-30,30.44799999999997,RandomForest
2023-03-31,31.15399999999998,RandomForest
2023-04-01,30.352999999999962,RandomForest
2023-04-02,29.479999999999972,RandomForest
2023-04-03,29.13399999999997,RandomForest
2023-04-04,28.471999999999966,RandomForest
2023-04-05,29.128000000000025,RandomForest
2023-04-06,29.796,RandomForest
2023-04-07,31.228000000000034,RandomForest
2023-04-08,31.507000000000048,RandomForest
2023-04-09,30.25400000000003,RandomForest
2023-04-10,30.17000000000001,RandomForest
2023-04-11,29.37500000000003,RandomForest
2023-04-12,28.78900000000001,RandomForest
2023-04-13,28.915000000000028,RandomForest
2023-04-14,29.24799999999998,RandomForest
2023-04-15,29.859999999999967,RandomForest
2023-04-16,29.82300000000001,RandomForest
2023-04-17,29.65599999999997,RandomForest
2023-04-18,29.418000000000028,RandomForest
2023-04-19,29.40100000000005,RandomForest
2023-04-20,30.07799999999996,RandomForest
2023-04-21,30.076999999999966,RandomForest
2023-04-22,29.815000000000033,RandomForest
2023-04-23,30.155999999999985,RandomForest
2023-04-24,30.853000000000037,RandomForest
2023-04-25,30.622000000000043,RandomForest
2023-04-26,30.47400000000005,RandomForest
2023-01-01,26.5191998509562,LassoRegressor
2023-01-02,26.5191998509562,LassoRegressor
2023-01-03,26.5191998509562,LassoRegressor
2023-01-04,26.5191998509562,LassoRegressor
2023-01-05,26.5191998509562,LassoRegressor
2023-01-06,26.5191998509562,LassoRegressor
2023-01-07,26.5191998509562,LassoRegressor
2023-01-08,26.5191998509562,LassoRegressor
2023-01-09,26.5191998509562,LassoRegressor
2023-01-10,26.5191998509562,LassoRegressor
2023-01-11,26.5191998509562,LassoRegressor
2023-01-12,26.5191998509562,LassoRegressor
2023-01-13,26.5191998509562,LassoRegressor
2023-01-14,26.5191998509562,LassoRegressor
2023-01-15,26.5191998509562,LassoRegressor
2023-01-16,26.5191998509562,LassoRegressor
2023-01-17,26.5191998509562,LassoRegressor
2023-01-18,26.5191998509562,LassoRegressor
2023-01-19,26.5191998509562,LassoRegressor
2023-01-20,26.5191998509562,LassoRegressor
2023-01-21,26.5191998509562,LassoRegressor
2023-01-22,26.5191998509562,LassoRegressor
2023-01-23,26.5191998509562,LassoRegressor
2023-01-24,26.5191998509562,LassoRegressor
2023-01-25,26.5191998509562,LassoRegressor
2023-01-26,26.5191998509562,LassoRegressor
2023-01-27,26.5191998509562,LassoRegressor
2023-01-28,26.5191998509562,LassoRegressor
2023-01-29,26.5191998509562,LassoRegressor
2023-01-30,26.5191998509562,LassoRegressor
2023-01-31,26.5191998509562,LassoRegressor
2023-02-01,26.58131311544579,LassoRegressor
2023-02-02,26.58131311544579,LassoRegressor
2023-02-03,26.58131311544579,LassoRegressor
2023-02-04,26.58131311544579,LassoRegressor
2023-02-05,26.58131311544579,LassoRegressor
2023-02-06,26.58131311544579,LassoRegressor
2023-02-07,26.58131311544579,LassoRegressor
2023-02-08,26.58131311544579,LassoRegressor
2023-02-09,26.58131311544579,LassoRegressor
2023-02-10,26.58131311544579,LassoRegressor
2023-02-11,26.58131311544579,LassoRegressor
2023-02-12,26.58131311544579,LassoRegressor
2023-02-13,26.58131311544579,LassoRegressor
2023-02-14,26.58131311544579,LassoRegressor
2023-02-15,26.58131311544579,LassoRegressor
2023-02-16,26.58131311544579,LassoRegressor
2023-02-17,26.58131311544579,LassoRegressor
2023-02-18,26.58131311544579,LassoRegressor
2023-02-19,26.58131311544579,LassoRegressor
2023-02-20,26.58131311544579,LassoRegressor
2023-02-21,26.58131311544579,LassoRegressor
2023-02-22,26.58131311544579,LassoRegressor
2023-02-23,26.58131311544579,LassoRegressor
2023-02-24,26.58131311544579,LassoRegressor
2023-02-25,26.58131311544579,LassoRegressor
2023-02-26,26.58131311544579,LassoRegressor
2023-02-27,26.58131311544579,LassoRegressor
2023-02-28,26.58131311544579,LassoRegressor
2023-03-01,26.643426379935384,LassoRegressor
2023-03-02,26.643426379935384,LassoRegressor
2023-03-03,26.643426379935384,LassoRegressor
2023-03-04,26.643426379935384,LassoRegressor
2023-03-05,26.643426379935384,LassoRegressor
2023-03-06,26.643426379935384,LassoRegressor
2023-03-07,26.643426379935384,LassoRegressor
2023-03-08,26.643426379935384,LassoRegressor
2023-03-09,26.643426379935384,LassoRegressor
2023-03-10,26.643426379935384,LassoRegressor
2023-03-11,26.643426379935384,LassoRegressor
2023-03-12,26.643426379935384,LassoRegressor
2023-03-13,26.643426379935384,LassoRegressor
2023-03-14,26.643426379935384,LassoRegressor
2023-03-15,26.643426379935384,LassoRegressor
2023-03-16,26.643426379935384,LassoRegressor
2023-03-17,26.643426379935384,LassoRegressor
2023-03-18,26.643426379935384,LassoRegressor
2023-03-19,26.643426379935384,LassoRegressor
2023-03-20,26.643426379935384,LassoRegressor
2023-03-21,26.643426379935384,LassoRegressor
2023-03-22,26.643426379935384,LassoRegressor
2023-03-23,26.643426379935384,LassoRegressor
2023-03-24,26.643426379935384,LassoRegressor
2023-03-25,26.643426379935384,LassoRegressor
2023-03-26,26.643426379935384,LassoRegressor
2023-03-27,26.643426379935384,LassoRegressor
2023-03-28,26.643426379935384,LassoRegressor
2023-03-29,26.643426379935384,LassoRegressor
2023-03-30,26.643426379935384,LassoRegressor
2023-03-31,26.643426379935384,LassoRegressor
2023-04-01,26.705539644424974,LassoRegressor
2023-04-02,26.705539644424974,LassoRegressor
2023-04-03,26.705539644424974,LassoRegressor
2023-04-04,26.705539644424974,LassoRegressor
2023-04-05,26.705539644424974,LassoRegressor
2023-04-06,26.705539644424974,LassoRegressor
2023-04-07,26.705539644424974,LassoRegressor
2023-04-08,26.705539644424974,LassoRegressor
2023-04-09,26.705539644424974,LassoRegressor
2023-04-10,26.705539644424974,LassoRegressor
2023-04-11,26.705539644424974,LassoRegressor
2023-04-12,26.705539644424974,LassoRegressor
2023-04-13,26.705539644424974,LassoRegressor
2023-04-14,26.705539644424974,LassoRegressor
2023-04-15,26.705539644424974,LassoRegressor
2023-04-16,26.705539644424974,LassoRegressor
2023-04-17,26.705539644424974,LassoRegressor
2023-04-18,26.705539644424974,LassoRegressor
2023-04-19,26.705539644424974,LassoRegressor
2023-04-20,26.705539644424974,LassoRegressor
2023-04-21,26.705539644424974,LassoRegressor
2023-04-22,26.705539644424974,LassoRegressor
2023-04-23,26.705539644424974,LassoRegressor
2023-04-24,26.705539644424974,LassoRegressor
2023-04-25,26.705539644424974,LassoRegressor
2023-04-26,26.705539644424974,LassoRegressor
