tweet_id,text,favorite_count,retweet_count,created_at
1.64754E+18,RT MalaikaSRaza Bilawal seeks legislation to stop forced conversions marriages This was last year amp GOS already working on this legis,0,20,Sun Apr 16 09:40:23 +0000 2023
1.64753E+18,RT HBhurgri My Hindu amp Christian brothers and sisters have been asking these questions for the last several years Do we have the answers,0,22,Sun Apr 16 09:29:16 +0000 2023
1.64753E+18,RT voiceminority The man behind our miseries and the reason for rampant ForcedConversions in Pakistan especially Sindh SayNoToForce,0,67,Sun Apr 16 09:26:27 +0000 2023
1.64753E+18,RT HBhurgri My Hindu amp Christian brothers and sisters have been asking these questions for the last several years Do we have the answers,0,22,Sun Apr 16 09:17:03 +0000 2023
1.64753E+18,RT voiceminority The man behind our miseries and the reason for rampant ForcedConversions in Pakistan especially Sindh SayNoToForce,0,67,Sun Apr 16 09:14:31 +0000 2023
1.64751E+18,RT HBhurgri My Hindu amp Christian brothers and sisters have been asking these questions for the last several years Do we have the answers,0,58,Sun Apr 16 08:16:38 +0000 2023
1.64751E+18,RT FreedomTalkNet An alarming surge in the kidnapping of Hindu teenage girls in Sindh apparently for ForcedConversions ForcedMarriag,0,4,Sun Apr 16 07:59:22 +0000 2023
1.64751E+18,RT FreedomTalkNet An alarming surge in the kidnapping of Hindu teenage girls in Sindh apparently for ForcedConversions ForcedMarriag,0,4,Sun Apr 16 07:57:52 +0000 2023
1.64751E+18,RT MalaikaSRaza Bilawal seeks legislation to stop forced conversions marriages This was last year amp GOS already working on this legis,0,20,Sun Apr 16 07:48:21 +0000 2023
1.64751E+18,HBhurgri So you must this question to BBhuttoZardari SindhCMHouse Sindh Govt amp other responsible Govt of Pa,2,1,Sun Apr 16 07:45:37 +0000 2023
1.6475E+18,The best explanation of the ForcedConversions of Hindu girls in Sindh,2,0,Sun Apr 16 07:39:24 +0000 2023
